disability_type,skills_one,skills_two,company,city,province,job_type,position,is_hearing_impairment,is_visual_impairment,is_physical_disability,is_all_types_of_disabilities,is_neurodiversity,is_mobility_impairment,is_speech_impairment,is_cognitive_disability,is_learning_disability
Neurodiversity (Attention Deficit Hyperactivity Disorder),Communication skills,Microsoft Office,Innovative Solutions,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Leadership,JavaScript,ByteTech,Surabaya,Jawa Timur,Part-time,Web Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Time management,HTML,DesignSolutions,Medan,Sumatera Utara,Full-time,Graphic Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Analytical skills,Python,TechLab,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Problem-solving,UI/UX design,CodeCraft,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Collaboration,SQL,DataBytes,Surabaya,Jawa Timur,Full-time,Data Analyst,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,PHP,CodingTech,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Attention to detail,Python,InfoTech,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Communication skills,Microsoft Excel,TechCo,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Leadership,Java,TechSolutions,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Time management,HTML,WebTech,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Problem-solving,JavaScript,Innovate Systems,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Collaboration,SQL,TechSolutions,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,Ruby on Rails,InfoLab,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Attention to detail,Python,ByteTech,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Communication skills,Microsoft Excel,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Time management,HTML,WebWorks,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Critical thinking,Ruby on Rails,WebCraft,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Part-time,Contract,0,0,0,0,1,0,0,0,0
